,SEENJOY,SEGRADES,SEABSNT,SEREPEAT,SESUSPIN,FSSPORTX,FSVOL,FSMTNG,FSPTMTNG,FSFUNDRS,FSCOMMTE,FSATCNFN,FSCOUNSLR,FSFREQ,FOSTORY2X,FOCRAFTS,FOGAMES,FOBUILDX,FOSPORT,FOHISTX,FOLIBRAYX,FOBOOKSTX,FOCONCRTX,FOMUSEUMX,FOZOOX,FOGROUPX,FOSPRTEVX,FHCHECKX,FHHELP,FORESPON,FODINNERX,FPWT,pi_pro_schl_feats_comp,pi_pro_hm_feats_comp
200,1,1,1,2,2,2,2,2,2,2,1,2,2,18,2,2,2,2,2,2,1,2,1,2,1,1,2,4,3,2,7,8821.67334882159,11,22
201,2,2,0,2,2,2,1,2,2,2,1,1,2,6,1,2,1,2,2,1,1,1,1,1,1,1,1,4,1,2,0,3534.80589408507,10,16
202,2,1,2,2,2,2,1,1,1,1,1,2,2,13,1,1,1,1,2,1,1,1,2,1,1,1,1,4,3,2,3,1353.12288339346,7,15
204,1,2,3,2,2,1,1,2,1,1,1,2,1,4,2,1,2,2,2,2,1,1,2,1,1,1,2,4,3,2,5,4144.30934340748,7,20
205,2,1,0,2,2,2,2,2,1,1,1,2,1,4,2,1,1,2,2,1,1,1,2,1,1,2,1,4,4,2,4,2164.92882304806,9,18
206,1,1,2,2,2,2,1,2,2,2,1,2,1,2,2,2,2,1,2,2,1,1,1,1,1,1,1,4,1,2,7,33017.6683628927,10,18
207,2,1,4,2,2,2,2,2,2,2,1,1,1,6,2,2,2,2,2,1,1,1,1,1,2,2,2,4,3,1,7,4696.40960812863,11,21
208,1,1,0,2,2,2,1,2,1,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,5,8913.518447157421,9,25
209,3,1,5,2,2,2,1,2,2,2,1,2,1,5,2,1,2,2,2,1,2,1,1,1,1,1,1,4,3,1,6,1998.79769140548,10,18
210,1,1,0,2,2,2,2,2,1,2,1,1,2,10,1,1,1,1,1,2,1,2,2,1,1,2,1,2,2,1,6,3084.32512586873,10,17
211,1,1,14,2,2,2,2,2,2,2,1,2,1,15,2,1,2,1,1,2,2,2,2,2,1,2,2,2,2,2,7,3760.85322482818,11,22
212,1,1,3,2,2,2,1,2,1,2,1,1,1,10,2,2,2,2,1,1,1,2,2,1,1,1,2,1,2,1,5,1229.01256848318,9,20
215,2,2,6,2,2,2,1,2,1,1,1,2,1,3,1,1,1,1,2,1,2,2,1,1,2,1,2,3,2,2,0,6053.9844169732705,8,18
216,4,3,0,1,1,2,1,2,2,2,1,2,2,8,2,2,2,2,2,2,1,1,2,2,1,1,1,4,3,2,7,5083.72473770612,10,21
217,2,2,35,1,2,1,1,2,1,2,1,2,2,5,1,1,1,1,2,2,1,1,1,1,1,1,2,4,2,2,4,372.187473317741,8,16
218,3,2,2,2,2,1,1,1,1,1,1,1,1,0,1,1,2,1,1,1,1,1,1,1,1,1,1,3,3,2,3,4153.75848807845,6,14
219,2,2,3,2,2,2,1,2,2,2,1,2,1,3,2,2,2,1,2,1,1,1,1,1,1,1,2,4,3,2,7,1521.77807642538,10,18
220,2,1,7,2,2,2,1,2,2,1,1,1,1,6,2,1,1,2,2,1,1,1,2,2,2,2,1,4,2,2,4,5444.98549863216,9,20
221,1,3,3,1,2,2,2,2,2,2,1,2,2,2,1,2,1,2,1,2,2,2,2,2,2,2,2,4,4,2,7,3104.60529534409,11,23
222,2,2,3,2,2,2,2,2,2,2,2,2,2,7,2,1,2,1,2,2,1,1,1,1,1,1,1,4,3,1,3,13493.217034840902,12,17
223,2,1,5,2,2,2,1,2,2,2,1,1,1,20,1,1,1,1,2,1,1,1,1,2,2,1,2,1,5,1,7,1279.20619889909,10,17
225,2,2,4,2,2,2,1,2,1,2,1,2,1,3,2,1,2,1,2,1,1,2,1,1,1,1,1,4,3,2,5,1671.3395630346697,9,17
226,1,2,0,2,2,1,1,2,1,1,1,1,2,2,2,1,1,1,2,2,1,1,1,1,1,1,1,3,1,2,6,2154.65960631383,7,16
227,2,2,0,2,2,2,1,2,1,1,1,2,2,9,1,1,1,2,1,1,2,1,1,1,1,1,1,2,5,1,3,3225.29510103222,8,15
228,1,2,7,2,2,2,1,2,1,2,1,2,1,5,2,2,1,2,1,2,1,1,2,1,1,1,1,4,3,2,3,1798.7510496714103,9,18
229,2,3,15,2,2,2,1,2,1,2,1,1,2,4,2,2,2,2,2,2,1,1,1,1,1,2,2,3,1,2,7,1635.2306531134802,9,21
230,2,2,6,2,2,1,1,2,2,1,1,1,2,8,1,1,1,1,2,1,1,1,1,1,2,1,1,3,1,1,3,2437.23674241729,8,15
232,2,2,1,2,2,2,2,2,2,2,2,1,2,60,2,1,1,2,2,2,2,1,1,2,1,2,2,3,2,2,7,1679.56081149862,12,21
233,1,2,2,2,2,2,2,2,2,2,1,2,1,10,2,2,2,2,1,2,2,2,1,1,1,2,1,4,4,2,4,5315.65987052945,11,21
235,1,2,1,2,2,2,1,2,2,2,1,2,1,5,2,2,1,2,2,1,1,1,1,1,1,2,2,4,3,2,7,1987.74221749112,10,19
236,3,1,2,2,2,1,1,1,1,1,1,1,1,0,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,3,1464.42852989719,6,14
237,1,3,5,2,2,2,1,2,2,2,1,2,2,10,1,2,2,1,2,2,1,2,1,1,1,2,1,4,4,1,5,5003.23157851641,10,19
238,2,2,8,2,2,2,1,2,1,2,1,1,1,4,2,2,2,2,2,2,1,2,2,2,1,2,2,4,4,2,7,2236.66548417202,9,24
240,2,2,8,2,2,2,2,2,2,2,1,1,1,4,1,2,1,1,2,2,2,1,1,1,1,2,1,4,3,1,4,639.678587613651,11,18
241,1,1,4,2,2,2,1,2,1,2,1,2,1,4,2,1,2,1,2,1,1,1,1,1,1,2,2,4,1,2,4,3347.0484479432503,9,18
242,3,2,1,2,2,2,2,1,1,2,1,2,1,4,2,2,1,2,2,1,1,2,1,2,2,1,2,4,4,2,2,3270.36332324591,9,21
243,4,2,0,2,2,1,2,1,2,2,1,2,1,3,2,2,2,2,2,2,2,2,1,2,1,2,1,3,1,2,4,4109.8603089192,9,23
244,2,1,0,2,2,2,1,2,2,2,1,2,1,7,1,2,2,2,2,2,2,1,2,2,1,1,1,4,4,2,6,1453.3729026423498,10,21
245,4,3,5,2,2,1,1,1,1,1,1,1,2,4,1,1,1,1,2,1,1,1,1,1,1,1,1,3,5,1,3,5718.16020553125,6,14
246,2,2,3,2,2,2,1,2,1,2,1,2,1,8,2,1,2,1,2,1,2,1,2,2,2,1,1,4,1,2,4,1649.21997181558,9,20
248,2,3,1,2,2,1,1,2,1,1,1,2,2,1,2,2,2,1,2,1,1,1,1,1,1,1,1,4,2,2,7,913.442870289037,7,17
250,2,2,5,2,2,2,1,1,1,2,1,2,2,3,1,1,1,1,1,1,1,2,1,1,1,1,1,3,2,2,1,1577.7169196463099,8,14
252,2,3,10,2,2,2,1,1,1,1,1,1,1,3,2,2,2,1,2,2,1,1,2,2,1,2,1,3,2,1,3,2642.85093114053,7,21
253,2,2,5,2,2,2,2,2,2,1,1,2,2,7,2,2,2,2,2,2,1,1,1,1,1,1,1,4,3,2,3,3567.63227400659,10,19
254,2,3,7,2,2,2,2,2,2,2,1,2,2,15,2,2,2,2,2,2,1,2,2,1,1,2,2,3,3,2,7,16812.2317846424,11,23
255,4,2,65,2,2,2,2,2,2,1,1,2,2,4,2,2,2,1,2,2,1,2,2,2,1,2,2,1,2,2,4,1953.5199889585501,10,23
256,3,4,10,2,2,2,1,2,2,2,1,2,1,10,2,2,2,2,1,1,2,1,2,1,1,1,2,3,3,2,7,695.9758189315311,10,20
257,3,3,12,2,2,2,2,2,2,2,2,2,1,10,1,1,2,1,2,1,1,1,1,1,1,2,1,3,1,2,3,850.4406831817461,12,16
258,1,1,3,2,2,2,2,1,1,1,1,2,1,2,1,1,1,2,1,1,2,1,1,1,1,1,1,4,2,2,0,1423.69640280739,8,15
260,1,2,6,2,2,2,1,2,1,1,1,1,2,8,2,1,2,2,2,2,1,1,1,1,1,2,2,3,2,2,3,2462.42969117434,8,20
261,2,1,2,2,2,2,1,2,1,2,1,1,1,12,2,1,1,1,2,2,1,1,2,1,2,1,1,2,5,1,6,2648.32719825844,9,18
262,1,1,0,2,2,1,1,1,1,1,1,1,1,0,1,1,1,1,2,1,1,1,1,1,1,1,1,3,1,2,7,4915.06950270124,6,14
263,2,2,8,2,1,1,1,1,1,1,1,1,1,0,1,1,1,1,2,1,1,1,1,1,1,1,1,1,5,2,3,4180.04411658658,6,14
264,2,1,0,2,2,2,1,2,1,1,1,2,2,4,1,2,2,2,2,1,1,1,1,1,2,1,1,2,2,1,3,3289.6024120119396,8,18
265,3,2,8,1,2,1,1,1,1,1,1,1,2,2,1,1,2,2,1,2,1,2,1,1,1,1,1,3,1,1,3,1918.55008520501,6,17
266,2,1,2,2,2,2,1,2,1,1,1,2,1,5,1,1,2,1,1,1,1,1,1,1,1,1,1,3,2,2,3,1721.3446234012602,8,14
267,1,2,2,2,2,2,1,2,1,1,1,1,2,3,2,1,1,2,2,2,2,2,1,2,1,2,1,4,4,2,7,9324.3899079064,8,21
268,1,1,1,2,2,2,1,2,2,1,1,2,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,3,5,2,7,2273.5579297437102,9,16
269,2,2,2,2,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,1,4,2,1,7,3165.80224619286,7,16
270,1,1,5,2,2,2,1,2,1,2,1,2,1,8,2,2,2,2,2,2,2,2,2,2,2,2,1,4,4,2,7,5729.300475193791,9,25
271,1,2,1,2,2,2,1,2,2,1,1,2,1,4,2,1,2,2,2,2,1,1,1,1,1,2,2,4,4,2,5,20089.610443383503,9,20
273,2,1,7,2,2,2,1,2,2,2,1,2,2,6,2,2,2,2,2,2,2,1,1,2,2,2,1,4,2,2,7,1277.95406820944,10,23
274,1,1,5,2,2,1,1,2,2,2,2,1,2,2,2,1,1,1,2,1,2,1,1,1,1,2,1,3,2,2,0,5578.685034304871,10,17
275,2,1,4,2,1,1,1,1,1,1,1,1,1,0,1,1,2,2,1,1,2,2,2,2,2,2,2,4,1,1,7,1496.48849803706,6,22
277,1,1,5,2,2,1,1,2,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,3,3,2,5,2728.74165224602,8,15
278,2,1,5,2,2,2,2,1,1,2,1,2,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,4,3,1,2,4643.97045542676,9,20
279,1,1,0,2,2,2,2,2,1,2,1,2,2,10,1,1,1,2,2,1,1,1,1,1,1,2,1,4,3,2,4,1522.2536839171898,10,16
280,2,3,14,2,2,2,1,2,1,1,1,2,2,4,1,1,2,1,2,1,1,2,2,1,1,1,2,3,2,2,4,2232.5032317525697,8,18
282,1,2,0,2,2,1,2,2,2,2,1,2,1,4,2,2,2,1,2,1,1,1,2,1,2,2,2,4,4,2,7,9448.122547487521,10,21
283,2,3,3,2,2,2,1,2,2,1,1,2,2,8,2,1,2,2,2,2,1,1,2,1,1,1,2,4,4,2,4,3878.953561262,9,20
284,2,1,8,2,2,1,1,2,2,1,1,2,1,2,2,2,1,1,1,1,1,2,1,1,1,1,1,4,1,2,0,2361.55258318997,8,16
285,3,1,2,2,2,2,1,2,1,1,1,2,2,5,1,1,1,2,1,1,1,2,1,1,1,2,1,4,2,1,4,1720.21828798362,8,16
286,2,1,2,2,2,2,1,2,1,2,1,1,1,25,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,1,6,1949.84650111399,9,15
287,1,1,0,2,2,2,1,2,1,2,1,2,2,1,2,2,2,2,2,1,2,1,1,1,2,2,2,4,4,2,7,1416.3873568997199,9,22
288,3,2,1,2,2,1,1,1,1,1,1,1,2,8,2,1,1,1,1,1,1,1,1,1,1,1,1,2,5,2,5,1875.98758370851,6,14
289,2,2,2,1,1,2,2,2,1,2,1,2,1,7,2,2,1,2,1,1,1,1,1,1,1,1,1,3,2,2,4,1572.75246500528,10,16
290,2,2,10,2,2,1,1,1,1,1,1,1,2,15,1,1,1,2,2,2,1,1,1,1,1,1,1,3,5,2,5,2555.96045815854,6,16
291,2,2,6,2,2,2,1,2,1,2,1,2,2,10,2,2,1,1,2,2,1,1,1,2,2,2,1,4,1,2,5,3098.90174967281,9,20
292,2,2,4,2,2,1,1,2,1,2,1,2,2,10,1,1,1,2,2,2,1,1,1,1,1,1,2,4,1,2,5,1624.49454969932,8,17
293,1,1,1,2,2,2,2,2,2,2,1,2,2,7,2,1,2,2,2,2,1,2,1,2,1,1,2,4,2,1,6,4455.64526374599,11,21
294,2,3,6,2,2,1,1,1,1,1,1,2,1,40,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,7,1361.72519470555,6,13
295,1,1,2,2,2,2,1,2,2,2,1,2,2,3,2,1,1,1,2,1,1,2,2,2,1,1,2,1,2,2,2,3440.43657596723,10,19
296,2,1,1,2,2,2,1,2,1,2,1,1,1,2,1,1,2,2,2,2,1,2,1,1,1,1,2,4,3,2,2,3408.19076068531,9,19
297,2,1,0,2,2,2,2,2,1,2,2,2,1,25,2,1,1,1,2,1,1,1,1,2,1,1,2,4,1,2,5,4097.86720675554,11,17
299,2,2,7,2,2,2,1,1,1,1,1,1,2,2,2,2,1,2,2,1,1,1,1,1,1,2,2,4,1,2,3,1492.7726778940398,7,19
300,3,3,0,2,2,2,1,2,2,1,1,2,2,10,1,1,1,1,2,1,1,1,1,1,1,2,1,4,1,2,6,6621.95440181979,9,15
301,2,2,2,2,2,2,2,2,2,2,1,2,2,15,1,1,1,2,2,2,1,2,2,2,1,1,2,3,2,2,4,3401.27326964976,11,20
302,1,1,10,2,2,2,1,2,2,2,1,2,1,3,2,1,1,2,1,2,2,2,2,2,2,2,2,3,2,2,2,931.631085691149,10,23
303,1,2,4,2,2,2,1,2,2,1,1,2,2,2,2,1,1,1,2,2,1,1,1,1,1,2,1,1,1,2,7,729.6722720080701,9,17
305,2,2,2,2,2,2,1,2,2,2,1,2,1,4,1,1,2,2,2,1,1,1,1,1,2,1,1,4,2,1,1,2797.22856521211,10,17
306,4,3,8,2,2,2,2,2,1,2,1,2,2,14,2,1,1,2,2,1,1,1,1,2,1,2,1,4,4,2,4,2858.12503373207,10,18
307,1,1,14,2,2,2,2,2,1,1,1,2,1,5,2,2,1,1,2,1,1,1,1,2,2,2,1,4,1,2,7,1410.3649223740197,9,19
308,1,1,5,2,2,2,2,2,2,2,2,2,1,10,1,2,1,1,2,2,2,2,2,2,1,2,2,4,1,2,4,13993.9416928052,12,22
309,1,1,1,2,2,2,2,2,2,2,2,2,1,4,1,1,2,1,2,2,1,2,2,1,1,2,2,4,1,2,7,1168.5329152177699,12,20
310,3,1,0,2,2,2,2,2,1,2,1,2,1,10,2,1,2,1,2,2,1,1,1,1,1,1,2,4,1,2,5,3551.51695085562,10,18
312,1,1,0,2,2,2,2,2,1,2,1,1,1,20,2,2,2,2,2,2,2,2,2,1,1,2,1,4,2,2,7,1603.5268300294001,10,23
314,3,4,2,1,2,1,1,2,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,4,1,1,1,1613.5990556912302,8,14
315,2,3,4,1,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,2,1,1,1,1,4,3,2,7,7401.059603773359,6,20
316,1,1,2,2,2,2,2,2,1,2,1,2,2,2,1,2,2,2,2,1,1,1,1,1,1,2,2,3,2,2,7,13094.7224248748,10,19
318,2,1,3,2,2,2,1,1,2,2,1,2,1,10,2,2,1,2,2,1,2,1,2,1,1,2,1,4,3,2,7,1643.0939886941599,9,20
319,1,2,13,2,2,2,2,2,2,2,2,2,1,16,2,2,2,1,2,2,2,2,2,2,2,2,2,4,1,2,6,13515.6549198703,12,25
320,1,1,0,2,2,2,2,2,2,2,2,2,1,3,2,2,2,1,2,2,1,2,1,1,2,2,1,4,3,2,7,1599.3812633380999,12,21
322,1,2,5,2,2,2,2,2,1,2,1,2,1,6,2,1,2,2,2,1,2,1,1,2,1,1,1,4,4,1,7,4309.98171552245,10,19
324,1,1,1,2,2,2,1,2,2,2,1,2,1,5,2,1,1,2,2,1,2,1,1,1,1,1,1,4,3,1,5,10779.5199034296,10,17
326,2,2,10,2,2,1,1,2,1,1,1,2,2,2,1,1,1,2,2,2,1,1,1,1,1,1,2,3,1,2,4,477.266819921563,7,17
328,2,1,4,2,2,2,1,2,2,2,1,2,2,6,2,2,2,2,2,2,1,2,2,2,2,2,1,4,1,2,4,2659.94353940703,10,24
329,1,2,0,2,2,1,1,2,1,2,1,1,1,12,1,2,1,2,2,1,1,1,2,1,1,1,1,4,5,2,3,852.182489539933,8,17
330,1,1,2,2,2,1,1,2,2,2,1,2,2,2,2,1,1,1,2,2,1,1,1,1,1,2,1,4,1,2,3,12517.626236305901,9,17
331,2,1,2,2,2,2,2,2,2,2,1,2,2,6,1,1,2,2,2,2,2,2,2,1,1,2,2,1,1,2,6,844.4684018047129,11,22
332,3,3,4,2,2,2,1,2,1,1,1,2,1,3,1,1,1,1,2,1,1,1,1,1,1,1,1,3,3,1,2,931.05982925121,8,14
333,2,2,9,2,2,2,1,2,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,3,2,2,5,5281.14923006404,8,19
334,1,1,3,2,2,2,1,2,1,2,1,1,1,3,1,2,2,1,1,1,2,2,1,1,1,1,1,4,2,2,0,531.862593806856,9,17
335,1,1,2,2,2,2,2,2,2,2,2,2,2,60,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,2,7,2745.0632444873,12,26
336,2,1,5,2,2,2,2,1,1,2,1,2,1,2,2,2,2,1,2,1,1,1,2,1,1,2,1,4,1,1,7,3207.1600249348303,9,19
337,1,1,2,2,2,2,2,2,2,2,1,2,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,4,1,2,1,9746.44032124358,11,26
338,1,1,2,2,2,2,1,2,1,1,1,2,1,4,2,1,2,1,2,1,1,1,1,1,1,1,1,2,5,2,5,1381.33949142485,8,16
339,2,1,7,2,1,2,2,2,2,2,2,2,2,20,2,1,2,1,2,2,2,2,1,2,1,2,1,4,1,1,3,3947.8247383266707,12,21
340,1,2,0,1,2,2,1,2,1,2,1,2,2,7,1,1,2,1,2,2,1,1,2,1,1,2,1,4,2,2,7,1955.14319940754,9,18
341,1,2,6,2,2,2,2,2,2,2,1,1,2,6,1,1,1,2,2,2,2,2,2,1,1,1,2,4,5,2,5,1504.27083435007,11,20
342,1,2,2,2,2,2,1,2,2,2,1,2,2,10,2,1,1,2,2,2,2,2,1,1,2,1,2,4,3,2,7,5509.833605229971,10,21
343,1,1,0,2,2,2,2,2,2,1,1,2,1,8,2,1,2,2,2,2,2,2,1,1,1,2,1,4,4,2,7,1771.1300224086604,10,21
344,2,1,0,2,2,2,2,2,1,2,1,2,1,7,1,1,1,2,1,2,1,2,1,1,1,1,1,3,1,2,6,765.045628000596,10,16
345,2,2,4,2,2,1,1,2,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,4,1,2,2,1520.0556900333302,7,14
346,2,1,4,2,2,2,2,2,1,1,1,2,1,3,1,2,1,2,2,1,2,1,1,1,1,2,1,4,3,1,7,7399.18778842943,9,18
347,2,1,13,2,2,1,1,1,1,1,1,1,1,0,1,1,1,1,1,2,1,1,1,1,1,1,1,3,5,2,4,1623.6921095567402,6,14
348,2,1,3,2,2,2,1,2,1,1,1,2,1,1,2,1,1,2,2,1,2,1,1,1,1,1,1,4,2,2,7,698.724570665808,8,17
349,3,3,3,2,1,2,1,2,1,2,1,2,2,8,2,1,2,2,2,1,2,2,1,1,1,2,1,4,3,1,7,2029.0791803924699,9,20
350,2,2,5,2,2,2,1,2,2,1,1,2,1,8,1,2,2,1,1,1,1,1,1,2,1,2,1,4,1,1,4,842.664135269202,9,17
352,1,1,3,2,2,2,1,2,1,1,1,2,1,20,2,1,1,1,2,1,1,1,1,1,1,2,2,3,5,2,4,820.798271150747,8,17
353,3,4,20,1,1,2,1,2,1,1,1,2,2,15,1,1,1,2,2,1,1,1,2,2,1,1,1,4,2,2,5,607.744083582724,8,17
354,1,1,0,2,2,1,1,2,2,1,1,1,2,3,2,2,2,2,2,2,1,2,1,1,2,2,1,4,1,2,5,648.400022486451,8,22
356,2,1,0,2,2,2,1,2,2,1,1,2,2,3,2,1,1,2,2,2,2,2,1,1,1,2,2,4,3,2,2,9698.720341457141,9,21
357,2,2,1,2,2,2,2,2,2,2,2,2,2,10,1,2,1,1,1,1,1,1,2,2,1,2,2,4,1,1,4,4139.1247444685105,12,18
358,2,1,2,2,2,2,2,2,2,1,1,1,2,2,1,1,1,2,1,2,2,1,1,1,1,1,1,1,2,2,3,590.124319848609,10,16
359,1,1,6,2,2,2,1,2,2,2,1,2,2,8,1,1,1,1,2,1,1,1,1,1,1,1,2,1,2,1,4,839.975517598077,10,15
360,1,1,1,2,2,2,2,2,2,2,2,2,1,20,1,1,2,1,2,1,1,1,1,1,1,2,2,1,2,1,6,3874.87846730389,12,17
362,2,1,2,2,2,2,1,2,2,2,1,1,1,8,1,1,1,1,2,2,1,1,2,1,1,2,1,4,2,2,4,4117.07105999507,10,17
363,2,2,0,2,2,2,1,2,1,2,1,1,1,2,2,2,2,2,2,1,1,1,2,2,2,1,1,4,1,1,5,2632.5734724963,9,21
365,2,1,2,2,2,2,1,2,1,2,1,2,1,3,2,2,1,2,1,1,2,1,1,1,1,1,2,3,1,2,7,4767.842883201571,9,18
366,1,1,0,2,2,2,2,2,2,2,1,2,1,50,2,1,1,1,2,1,1,1,1,1,1,1,2,4,1,2,5,2282.27813261482,11,16
369,1,1,2,2,2,2,2,2,1,2,1,2,1,5,2,1,1,1,2,2,1,2,1,1,1,1,2,4,2,2,5,2255.13402903748,10,18
370,2,1,3,2,2,2,1,2,1,1,1,2,2,2,1,1,2,1,2,2,1,2,2,2,1,2,1,4,3,2,7,9532.93445055462,8,20
371,1,1,6,2,2,2,2,2,2,1,1,2,2,12,2,1,1,2,2,2,1,2,2,1,1,2,1,3,1,2,4,2617.15195137968,10,20
373,2,2,2,2,2,1,1,2,2,1,1,2,1,3,1,1,1,1,2,2,1,1,1,1,1,1,2,4,5,2,4,4710.50955219552,8,16
375,1,1,0,2,2,2,2,2,2,1,1,2,1,4,1,2,1,2,1,2,1,1,1,1,1,1,1,4,4,2,7,10845.54602163,10,16
376,1,1,1,2,2,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,1,2,1,1,2,2,1,4,4,2,7,1022.0007653168199,6,22
377,1,1,3,2,2,2,2,2,1,2,1,2,2,4,2,1,2,2,2,2,1,1,2,2,1,2,2,3,2,2,6,4511.2291302924705,10,22
378,1,1,4,2,2,2,2,2,2,2,1,2,2,5,2,2,2,2,2,2,2,2,1,2,1,2,2,4,1,2,7,6740.00988169917,11,24
379,1,2,7,2,2,2,1,2,2,2,1,2,2,10,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,3,17273.453102223102,10,14
380,1,1,3,2,2,2,1,2,2,2,1,2,2,5,2,1,2,2,2,2,2,1,1,1,1,2,2,2,5,2,7,45977.329811009804,10,21
381,2,2,0,2,2,2,1,2,2,2,1,2,1,5,2,2,1,2,2,2,2,2,1,2,1,2,2,4,1,1,7,2140.15696779967,10,23
382,3,2,4,2,2,2,1,2,1,2,1,2,1,7,2,1,2,2,2,1,1,1,2,1,1,1,1,3,2,2,3,950.539747664091,9,18
383,2,3,5,1,2,2,2,2,2,2,1,2,2,20,2,2,2,2,2,2,2,1,1,2,1,2,2,3,3,2,6,1464.45409532526,11,23
384,1,1,0,2,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,3,2528.89068468884,7,13
385,2,1,0,2,2,2,2,1,1,2,1,1,1,16,1,1,2,1,2,1,1,1,1,1,1,1,1,1,2,1,4,2606.98127049008,9,15
388,2,3,8,2,2,2,1,2,2,2,2,1,2,8,2,2,2,1,2,2,1,1,1,1,1,2,2,4,3,2,3,15749.0909763259,11,20
389,1,1,2,2,2,1,2,2,1,2,1,2,1,4,2,1,2,2,2,1,2,1,2,1,1,2,2,4,1,2,7,3889.9112775250105,9,21
390,2,1,0,2,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,2,5,1,2,1450.77404640504,8,16
391,2,1,5,2,2,1,1,2,1,1,1,2,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,4,3,1,6,4876.26509857992,7,14
392,2,1,4,2,2,2,2,2,1,2,1,2,1,10,2,2,2,2,2,2,1,1,1,1,1,2,2,4,3,1,4,3539.8965751327296,10,21
393,1,1,1,2,2,2,2,2,1,2,1,2,1,6,1,2,2,1,2,1,2,2,2,1,1,1,2,4,2,1,5,2573.7786889859804,10,20
394,1,1,3,2,2,2,2,2,2,2,1,2,1,6,1,2,1,2,2,1,1,1,1,1,1,1,2,3,1,2,7,1305.15413503421,11,17
395,2,2,8,2,2,2,1,2,1,1,1,2,1,3,1,2,2,2,2,2,1,2,2,2,1,2,1,4,1,2,6,3041.18649317296,8,22
396,1,1,0,2,2,2,1,2,1,2,1,1,1,30,1,1,1,1,2,1,1,1,2,1,1,1,2,2,5,1,7,3024.93251438984,9,16
398,1,1,0,2,2,2,1,2,1,1,1,2,2,8,2,1,2,2,2,2,2,2,2,1,1,2,2,4,2,2,7,1969.6034600296803,8,23
399,3,3,0,2,1,1,1,2,1,1,1,2,1,2,2,1,1,1,2,2,1,1,1,1,1,2,2,4,2,2,2,3489.78464065864,7,18
401,4,4,2,2,2,1,1,2,2,1,1,2,2,2,2,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,0,6946.70089326582,8,16
402,2,2,5,2,2,2,2,2,2,2,1,2,2,10,2,2,2,2,2,1,2,1,1,1,2,2,2,4,4,1,7,3326.86205900282,11,22
405,1,1,4,2,2,2,1,2,1,1,1,1,2,6,2,2,1,2,1,1,1,1,2,2,1,1,1,3,2,1,5,1883.92341902762,8,18
406,1,1,1,2,2,2,2,2,2,2,1,2,2,40,1,1,2,2,2,1,1,1,1,1,1,1,1,3,2,1,4,4381.38222472312,11,16
408,1,2,10,1,1,2,1,2,2,1,1,1,1,3,1,2,2,2,2,2,1,1,1,1,1,2,1,4,3,2,7,55169.0247937338,9,19
409,2,1,1,2,2,1,2,2,1,2,1,2,2,3,1,1,1,2,1,1,1,2,1,1,1,2,1,2,2,1,5,1860.70671850191,9,16
410,3,2,4,2,2,2,2,2,2,2,1,2,1,20,1,1,1,1,1,1,2,1,1,1,1,1,1,3,3,1,2,7160.770759256171,11,14
411,1,1,2,2,2,2,2,2,2,2,1,2,1,10,1,2,2,2,2,1,1,2,1,1,1,2,2,4,1,2,4,3540.34804486765,11,20
412,2,3,3,2,1,2,1,2,2,1,1,2,2,5,2,1,2,2,2,2,2,1,2,1,1,2,1,3,2,1,5,1417.45458603405,9,21
413,1,1,0,2,2,2,2,2,2,2,1,2,1,11,2,2,2,2,2,2,1,2,2,2,1,2,2,4,3,2,4,5279.334070633579,11,24
414,2,1,9,2,2,2,1,2,1,2,1,1,1,4,2,2,2,1,2,2,1,2,1,1,1,1,2,3,1,1,4,2258.9356665804603,9,20
415,1,3,0,2,2,2,1,2,1,1,1,2,2,8,1,1,1,2,1,2,1,1,1,1,1,2,2,4,2,2,7,1380.0788290498,8,17
416,2,2,3,2,2,1,1,2,1,2,1,2,1,4,1,1,1,1,2,1,1,1,1,1,1,1,2,1,2,2,4,2420.21265748742,8,15
418,2,2,1,2,2,2,1,2,1,2,1,2,2,6,1,1,1,2,2,2,2,2,1,2,2,2,2,3,2,2,7,2431.2734884997603,9,22
